age,lag_days,tau,K,exp_K
2.0,39.19099195580641,1.886874650709893,2.065550112368459,7.889636890914891
2.0,40.840140277614886,1.9219548928071555,2.1039522383277283,8.198508424946425
2.0,42.55868439809032,1.9572473617134627,2.142586687673771,8.52145147863718
2.0,44.349544477177695,1.9927459163388688,2.181446737793072,8.859113806662384
2.0,46.215763554510126,2.0284445108175166,2.220525770313343,9.212173079951318
2.0,48.16051272015931,2.064337198970883,2.2598172759894086,9.581338266248626
2.0,50.18709650296962,2.100418138269758,2.2993148590403614,9.967351074372525
2.0,52.29895848563244,2.1366815933140666,2.3390122409589,10.370987465111934
2.0,54.49968715604147,2.173121938850586,2.3789032638148084,10.793059231840001
2.0,56.79302200487161,2.209733662349377,2.418981893075358,11.234415654063463
2.0,59.18285987974302,2.2465113661603024,2.4592422199660344,11.695945227276175
2.0,61.673261606766516,2.2834497692713303,2.499678463395342,12.178577472639962
2.0,64.26845889072264,2.320543708690545,2.540284971467684,12.683284830179128
2.0,66.97286150559826,2.3577881404737786,2.581056222608301,13.21108463934447
2.0,69.7910647876998,2.3951781404196764,2.6219868263241595,13.763041210980953
2.0,72.72785744407477,2.432708904453775,2.6630715236243967,14.340267994919104
2.0,75.7882296895099,2.4703757487227986,2.704305187123546,14.943929847604876
2.0,78.97738172593277,2.5081741094199628,2.7456828208503,15.575245404386711
2.0,82.30073257862412,2.5460995423615103,2.7871995597839456,16.235489561291164
2.0,85.76392930425685,2.5841477223341385,2.8288506691399964,16.92599607134184
2.0,89.37285658640647,2.6223144422322893,2.8706315434257896,17.648160260709275
2.0,90.0,2.6288008294480694,2.8777321517451497,17.77391888727175
2.0,93.13364673483916,2.6605956120035943,2.9125377052860735,18.40344187022368
2.0,97.05269010556735,2.698987257420015,2.954564804157778,19.19336802803742
2.0,101.13664595937888,2.7374855186914417,2.996708614752334,20.01953635949127
2.0,105.39245377729083,2.776086648937759,3.038965035383048,20.883618240518082
2.0,109.82734505215552,2.8147870125345533,3.0813300861541655,21.787362201209387
2.0,114.4488555764537,2.853583083346855,3.123799907027352,22.732597486476195
2.0,119.26483824715625,2.892471442864512,3.1663707557805005,23.721237781055596
2.0,124.28347640941176,2.9314487782519896,3.2090390058728624,24.75528510644912
2.0,129.5132977617325,2.970511880324602,3.2518011442296357,25.836833897728297
2.0,134.96318884630867,3.009657641462442,3.2946537689583604,26.968075268510407
2.0,140.6424101490711,3.0488830534725038,3.3375935870085947,28.151301472789388
2.0,146.56061183516235,3.088185205408773,3.3806174117855825,29.388910572708216
2.0,152.72785014655128,3.127561281359357,3.4237221607278396,30.683411321778173
2.0,159.15460448965692,3.1670085582090657,3.46690485285786,32.03742827348953
2.0,165.85179524201618,3.2065244033851776,3.510162606314426,33.45370712571687
2.0,172.83080230825027,3.2461062725935186,3.553492635874303,34.93512031180173
2.0,180.0,3.2851984677992734,3.5962866223055676,36.46258339390674
2.0,180.10348445686424,3.2857517075513916,3.596892250470493,36.48467284969915
2.0,187.6821994707333,3.32545833372332,3.6403588507135685,38.1055084610984
2.0,195.57982514551875,3.3652238580650384,3.683889926422029,39.800915972979276
2.0,203.80978117169033,3.4050460667806464,3.7274830541670743,41.574336014639286
2.0,212.3860519373412,3.4449228230973827,3.771135894836663,43.42936802382995
2.0,221.3232102905404,3.484852065062016,3.814846191223233,45.36977757626895
2.0,230.6364423015979,3.5248318033624013,3.858611765638976,47.399504053453164
2.0,240.34157306732249,3.564860119177415,3.9024305175621707,49.52266866438774
2.0,250.45509360111583,3.604935162058039,3.9463004213176225,51.74358283756549
2.0,260.99418885459727,3.645055147842087,3.9902195237939226,54.06675700028638
2.0,271.9767669183699,3.6852183566046746,4.034185942199845,56.496909763193415
2.0,283.42148945155054,3.725423130646311,4.078197861861921,59.038977528729134
2.0,295.3478033917681,3.7656678725201638,4.122253534064895,61.69812454307835
2.0,307.7759739995089,3.805951043099791,4.166351273936487,64.47975341206514
2.0,320.7271192929636,3.846271159688446,4.210489458377659,67.3895161024197
2.0,334.2232459318834,3.886626794170791,4.2546665240393065,70.43332545081581
2.0,348.28728661142253,3.927016571207697,4.2988809653461155,73.6173672041157
2.0,362.9431390295026,3.9674391664745956,4.343131332568101,76.94811261533991
2.0,365.0,3.972983705217833,4.3492009051387095,77.4165750141257
2.0,378.21570649391754,4.007893304943711,4.387416229940172,80.43233162101149
2.0,394.1309402381772,4.04837775921034,4.431734313829926,84.07710662670898
2.0,410.7158835179885,4.08889134786319,4.476084290953663,87.88984692889743
2.0,427.99871756331135,4.129432933898706,4.520464916640563,91.87830380240783
2.0,446.0088094640633,4.170001423179168,4.564874993144771,96.05058628428557
2.0,464.77676207084824,4.210595762934267,4.609313368005084,100.41517768615083
2.0,484.3344659954912,4.251214940305748,4.65377893245178,104.9809528686926
2.0,504.7151537997487,4.291857980934678,4.698270619860107,109.75719631347572
2.0,525.9534564642684,4.332523947590781,4.74278740424983,114.75362102885892
2.0,548.085462233745,4.373211938843241,4.787328298830159,119.9803883285218
2.0,571.1487779382733,4.413921087772328,4.831892354589383,125.44812852287814
2.0,595.1825928950883,4.454650560721148,4.8764786589284075,131.16796256550816
2.0,620.2277454992734,4.495399556086754,4.921086334337404,137.1515246986875
